00:00:09.766,00:00:18.600,00:00:30.366,00:00:46.900,00:00:59.233
Scene Number,Frame Number (Start),Timecode,Start Time (seconds),Length (seconds)
1,293,00:00:09.766,9.766666666666667,8.833333333333334
2,558,00:00:18.600,18.6,11.766666666666666
3,911,00:00:30.366,30.366666666666667,16.53333333333333
4,1407,00:00:46.900,46.9,12.333333333333336
5,1777,00:00:59.233,59.233333333333334,11.333333333333329
